No.;Time;;;
633;20.422.766;20,422766;20,424856;0,00209
634;20.424.856;20,424856;20,424856;0
635;20.424.856;20,424856;20,425179;0,000323
636;20.425.179;20,425179;20,428115;0,002936
637;20.428.115;20,428115;20,428115;0
638;20.428.115;20,428115;20,428364;0,000249
639;20.428.364;20,428364;20,428666;0,000302
640;20.428.666;20,428666;20,428666;0
641;20.428.666;20,428666;20,428766;1E-04
642;20.428.766;20,428766;20,430396;0,00163
643;20.430.396;20,430396;20,430396;0
644;20.430.396;20,430396;20,430396;0
645;20.430.396;20,430396;20,430396;0
646;20.430.396;20,430396;20,430396;0
647;20.430.396;20,430396;20,430396;0
648;20.430.396;20,430396;20,430699;0,000303
649;20.430.699;20,430699;20,430873;0,000174
650;20.430.873;20,430873;20,430873;0
651;20.430.873;20,430873;20,430958;8,5E-05
652;20.430.958;20,430958;20,431951;0,000993
653;20.431.951;20,431951;20,431951;0
654;20.431.951;20,431951;20,432162;0,000211
655;20.432.162;20,432162;20,432518;0,000356
656;20.432.518;20,432518;20,432518;0
657;20.432.518;20,432518;20,432624;0,000106
658;20.432.624;20,432624;20,433555;0,000931
659;20.433.555;20,433555;20,433555;0
660;20.433.555;20,433555;20,433737;0,000182
661;20.433.737;20,433737;20,434297;0,00056
662;20.434.297;20,434297;20,434297;0
663;20.434.297;20,434297;20,434427;0,00013
664;20.434.427;20,434427;20,435023;0,000596
665;20.435.023;20,435023;20,435023;0
666;20.435.023;20,435023;20,435148;0,000125
667;20.435.148;20,435148;20,436024;0,000876
668;20.436.024;20,436024;20,436024;0
669;20.436.024;20,436024;20,436174;0,00015
670;20.436.174;20,436174;20,436747;0,000573
671;20.436.747;20,436747;20,436747;0
672;20.436.747;20,436747;20,43687;0,000123
673;20.436.870;20,43687;20,437471;0,000601
674;20.437.471;20,437471;20,437471;0
675;20.437.471;20,437471;20,437578;0,000107
676;20.437.578;20,437578;20,438474;0,000896
677;20.438.474;20,438474;20,438474;0
678;20.438.474;20,438474;20,438624;0,00015
679;20.438.624;20,438624;20,438979;0,000355
680;20.438.979;20,438979;20,438979;0
681;20.438.979;20,438979;20,439076;9,7E-05
682;20.439.076;20,439076;20,440272;0,001196
683;20.440.272;20,440272;20,440272;0
684;20.440.272;20,440272;20,440486;0,000214
685;20.440.486;20,440486;20,440618;0,000132
686;20.440.618;20,440618;20,440618;0
687;20.440.618;20,440618;20,4407;8,2E-05
688;20.440.700;20,4407;20,441393;0,000693
689;20.441.393;20,441393;20,441393;0
690;20.441.393;20,441393;20,441393;0
691;20.441.393;20,441393;20,441393;0
692;20.441.393;20,441393;20,441569;0,000176
693;20.441.569;20,441569;20,442791;0,001222
694;20.442.791;20,442791;20,442791;0
695;20.442.791;20,442791;20,442791;0
696;20.442.791;20,442791;20,442791;0
697;20.442.791;20,442791;20,443013;0,000222
698;20.443.013;20,443013;20,444077;0,001064
699;20.444.077;20,444077;20,444077;0
700;20.444.077;20,444077;20,444077;0
701;20.444.077;20,444077;20,444077;0
702;20.444.077;20,444077;20,444077;0
703;20.444.077;20,444077;20,444077;0
704;20.444.077;20,444077;20,444357;0,00028
705;20.444.357;20,444357;20,445544;0,001187
706;20.445.544;20,445544;20,445544;0
707;20.445.544;20,445544;20,445544;0
708;20.445.544;20,445544;20,445544;0
709;20.445.544;20,445544;20,445544;0
710;20.445.544;20,445544;20,445544;0
711;20.445.544;20,445544;20,445847;0,000303
712;20.445.847;20,445847;20,447799;0,001952
713;20.447.799;20,447799;20,447799;0
714;20.447.799;20,447799;20,447799;0
715;20.447.799;20,447799;20,447799;0
716;20.447.799;20,447799;20,447799;0
717;20.447.799;20,447799;20,447799;0
718;20.447.799;20,447799;20,447799;0
719;20.447.799;20,447799;20,447799;0
720;20.447.799;20,447799;20,447799;0
721;20.447.799;20,447799;20,447799;0
722;20.447.799;20,447799;20,448246;0,000447
723;20.448.246;20,448246;20,449873;0,001627
724;20.449.873;20,449873;20,449873;0
725;20.449.873;20,449873;20,449873;0
726;20.449.873;20,449873;20,449873;0
727;20.449.873;20,449873;20,449873;0
728;20.449.873;20,449873;20,449873;0
729;20.449.873;20,449873;20,449873;0
730;20.449.873;20,449873;20,449873;0
731;20.449.873;20,449873;20,449873;0
732;20.449.873;20,449873;20,449873;0
733;20.449.873;20,449873;20,450449;0,000576
734;20.450.449;20,450449;20,451919;0,00147
735;20.451.919;20,451919;20,451919;0
736;20.451.919;20,451919;20,451919;0
737;20.451.919;20,451919;20,451919;0
738;20.451.919;20,451919;20,451919;0
739;20.451.919;20,451919;20,451919;0
740;20.451.919;20,451919;20,451919;0
741;20.451.919;20,451919;20,451919;0
742;20.451.919;20,451919;20,451919;0
743;20.451.919;20,451919;20,451919;0
744;20.451.919;20,451919;20,45228;0,000361
745;20.452.280;20,45228;20,452951;0,000671
746;20.452.951;20,452951;20,452951;0
747;20.452.951;20,452951;20,452951;0
748;20.452.951;20,452951;20,452951;0
749;20.452.951;20,452951;20,453125;0,000174
750;20.453.125;20,453125;20,463168;0,010043
751;20.463.168;20,463168;20,50397;0,040802
752;20.503.970;20,50397;20,533114;0,029144
753;20.533.114;20,533114;20,566817;0,033703
754;20.566.817;20,566817;20,573141;0,006324
755;20.573.141;20,573141;20,573141;0
756;20.573.141;20,573141;20,574213;0,001072
757;20.574.213;20,574213;20,583015;0,008802
758;20.583.015;20,583015;20,583015;0
759;20.583.015;20,583015;20,600934;0,017919
760;20.600.934;20,600934;20,601577;0,000643
761;20.601.577;20,601577;20,601689;0,000112
762;20.601.689;20,601689;20,603179;0,00149
763;20.603.179;20,603179;20,603179;0
764;20.603.179;20,603179;20,603876;0,000697
765;20.603.876;20,603876;20,607945;0,004069
766;20.607.945;20,607945;20,607945;0
767;20.607.945;20,607945;20,609242;0,001297
768;20.609.242;20,609242;20,609242;0
769;20.609.242;20,609242;20,609242;0
770;20.609.242;20,609242;20,609684;0,000442
771;20.609.684;20,609684;20,609684;0
772;20.609.684;20,609684;20,610911;0,001227
773;20.610.911;20,610911;20,611902;0,000991
774;20.611.902;20,611902;20,611902;0
775;20.611.902;20,611902;20,611902;0
776;20.611.902;20,611902;20,611902;0
777;20.611.902;20,611902;20,611902;0
778;20.611.902;20,611902;20,611902;0
779;20.611.902;20,611902;20,611902;0
780;20.611.902;20,611902;20,611902;0
781;20.611.902;20,611902;20,611902;0
782;20.611.902;20,611902;20,611902;0
783;20.611.902;20,611902;20,611902;0
784;20.611.902;20,611902;20,611902;0
785;20.611.902;20,611902;20,612533;0,000631
786;20.612.533;20,612533;20,612533;0
787;20.612.533;20,612533;20,614516;0,001983
788;20.614.516;20,614516;20,614516;0
789;20.614.516;20,614516;20,614516;0
790;20.614.516;20,614516;20,614516;0
791;20.614.516;20,614516;20,614516;0
792;20.614.516;20,614516;20,614516;0
793;20.614.516;20,614516;20,61936;0,004844
794;20.619.360;20,61936;20,61936;0
795;20.619.360;20,61936;20,61936;0
796;20.619.360;20,61936;20,61936;0
797;20.619.360;20,61936;20,61936;0
798;20.619.360;20,61936;20,61936;0
799;20.619.360;20,61936;20,61936;0
800;20.619.360;20,61936;20,61936;0
801;20.619.360;20,61936;20,61936;0
802;20.619.360;20,61936;20,61936;0
803;20.619.360;20,61936;20,61936;0
804;20.619.360;20,61936;20,61936;0
805;20.619.360;20,61936;20,61936;0
806;20.619.360;20,61936;20,61936;0
807;20.619.360;20,61936;20,62303;0,00367
808;20.623.030;20,62303;20,629413;0,006383
809;20.629.413;20,629413;20,631505;0,002092
810;20.631.505;20,631505;20,633126;0,001621
811;20.633.126;20,633126;20,633126;0
812;20.633.126;20,633126;20,634893;0,001767
813;20.634.893;20,634893;20,63625;0,001357
814;20.636.250;20,63625;20,636703;0,000453
815;20.636.703;20,636703;20,637608;0,000905
816;20.637.608;20,637608;20,637608;0
817;20.637.608;20,637608;20,638097;0,000489
818;20.638.097;20,638097;20,638097;0
819;20.638.097;20,638097;20,638574;0,000477
820;20.638.574;20,638574;20,638574;0
821;20.638.574;20,638574;20,638894;0,00032
822;20.638.894;20,638894;20,639148;0,000254
823;20.639.148;20,639148;20,640437;0,001289
824;20.640.437;20,640437;20,640437;0
825;20.640.437;20,640437;20,64089;0,000453
826;20.640.890;20,64089;20,64089;0
827;20.640.890;20,64089;20,641882;0,000992
828;20.641.882;20,641882;20,643186;0,001304
829;20.643.186;20,643186;20,643186;0
830;20.643.186;20,643186;20,643186;0
831;20.643.186;20,643186;20,643186;0
832;20.643.186;20,643186;20,643186;0
833;20.643.186;20,643186;20,643186;0
834;20.643.186;20,643186;20,643186;0
835;20.643.186;20,643186;20,643186;0
836;20.643.186;20,643186;20,643186;0
837;20.643.186;20,643186;20,643186;0
838;20.643.186;20,643186;20,643186;0
839;20.643.186;20,643186;20,643186;0
840;20.643.186;20,643186;20,643857;0,000671
841;20.643.857;20,643857;20,643857;0
842;20.643.857;20,643857;20,643857;0
843;20.643.857;20,643857;20,643857;0
844;20.643.857;20,643857;20,64427;0,000413
845;20.644.270;20,64427;20,644604;0,000334
846;20.644.604;20,644604;20,646162;0,001558
847;20.646.162;20,646162;20,646162;0
848;20.646.162;20,646162;20,646162;0
849;20.646.162;20,646162;20,646162;0
850;20.646.162;20,646162;20,646162;0
851;20.646.162;20,646162;20,646162;0
852;20.646.162;20,646162;20,646162;0
853;20.646.162;20,646162;20,646162;0
854;20.646.162;20,646162;20,646162;0
855;20.646.162;20,646162;20,646162;0
856;20.646.162;20,646162;20,646162;0
857;20.646.162;20,646162;20,646162;0
858;20.646.162;20,646162;20,646259;9,7E-05
859;20.646.259;20,646259;20,646409;0,00015
860;20.646.409;20,646409;20,646531;0,000122
861;20.646.531;20,646531;20,646642;0,000111
862;20.646.642;20,646642;20,646725;8,3E-05
863;20.646.725;20,646725;20,646795;7E-05
864;20.646.795;20,646795;20,646863;6,8E-05
865;20.646.863;20,646863;20,648301;0,001438
866;20.648.301;20,648301;20,648301;0
867;20.648.301;20,648301;20,648301;0
868;20.648.301;20,648301;20,648301;0
869;20.648.301;20,648301;20,648301;0
870;20.648.301;20,648301;20,648301;0
871;20.648.301;20,648301;20,650089;0,001788
872;20.650.089;20,650089;20,65021;0,000121
873;20.650.210;20,65021;20,650275;6,5E-05
874;20.650.275;20,650275;20,650398;0,000123
875;20.650.398;20,650398;20,650509;0,000111
876;20.650.509;20,650509;20,650509;0
877;20.650.509;20,650509;20,650578;6,9E-05
878;20.650.578;20,650578;20,651295;0,000717
879;20.651.295;20,651295;20,651365;7E-05
880;20.651.365;20,651365;20,651424;5,9E-05
881;20.651.424;20,651424;20,651496;7,2E-05
882;20.651.496;20,651496;20,652097;0,000601
883;20.652.097;20,652097;20,653241;0,001144
884;20.653.241;20,653241;20,653241;0
885;20.653.241;20,653241;20,653974;0,000733
886;20.653.974;20,653974;20,654096;0,000122
887;20.654.096;20,654096;20,654096;0
888;20.654.096;20,654096;20,654892;0,000796
889;20.654.892;20,654892;20,655165;0,000273
890;20.655.165;20,655165;20,655165;0
891;20.655.165;20,655165;20,655165;0
892;20.655.165;20,655165;20,655165;0
893;20.655.165;20,655165;20,655735;0,00057
894;20.655.735;20,655735;20,656614;0,000879
895;20.656.614;20,656614;20,656614;0
896;20.656.614;20,656614;20,658171;0,001557
897;20.658.171;20,658171;20,658544;0,000373
898;20.658.544;20,658544;20,658544;0
899;20.658.544;20,658544;20,658544;0
900;20.658.544;20,658544;20,658544;0
901;20.658.544;20,658544;20,658544;0
902;20.658.544;20,658544;20,658544;0
903;20.658.544;20,658544;20,658544;0
904;20.658.544;20,658544;20,658544;0
905;20.658.544;20,658544;20,658544;0
906;20.658.544;20,658544;20,658544;0
907;20.658.544;20,658544;20,65977;0,001226
908;20.659.770;20,65977;20,65977;0
909;20.659.770;20,65977;20,66052;0,00075
910;20.660.520;20,66052;20,661645;0,001125
911;20.661.645;20,661645;20,661645;0
912;20.661.645;20,661645;20,661645;0
913;20.661.645;20,661645;20,661645;0
914;20.661.645;20,661645;20,661645;0
915;20.661.645;20,661645;20,661645;0
916;20.661.645;20,661645;20,661645;0
917;20.661.645;20,661645;20,661645;0
918;20.661.645;20,661645;20,661645;0
919;20.661.645;20,661645;20,661645;0
920;20.661.645;20,661645;20,662504;0,000859
921;20.662.504;20,662504;20,664482;0,001978
922;20.664.482;20,664482;20,667246;0,002764
923;20.667.246;20,667246;20,673275;0,006029
924;20.673.275;20,673275;20,673275;0
925;20.673.275;20,673275;20,673275;0
926;20.673.275;20,673275;20,678883;0,005608
927;20.678.883;20,678883;20,692928;0,014045
928;20.692.928;20,692928;20,693173;0,000245
929;20.693.173;20,693173;20,693173;0
930;20.693.173;20,693173;20,694303;0,00113
931;20.694.303;20,694303;20,697758;0,003455
932;20.697.758;20,697758;20,710732;0,012974
933;20.710.732;20,710732;20,716527;0,005795
934;20.716.527;20,716527;20,716527;0
935;20.716.527;20,716527;20,716527;0
936;20.716.527;20,716527;20,716974;0,000447
937;20.716.974;20,716974;20,716974;0
938;20.716.974;20,716974;20,719203;0,002229
939;20.719.203;20,719203;20,719203;0
940;20.719.203;20,719203;20,719203;0
941;20.719.203;20,719203;20,719203;0
942;20.719.203;20,719203;20,719203;0
943;20.719.203;20,719203;20,719203;0
944;20.719.203;20,719203;20,719203;0
945;20.719.203;20,719203;20,719203;0
946;20.719.203;20,719203;20,719203;0
947;20.719.203;20,719203;20,719203;0
948;20.719.203;20,719203;20,719203;0
949;20.719.203;20,719203;20,719203;0
950;20.719.203;20,719203;20,719846;0,000643
951;20.719.846;20,719846;20,719846;0
952;20.719.846;20,719846;20,719846;0
953;20.719.846;20,719846;20,719846;0
954;20.719.846;20,719846;20,720357;0,000511
955;20.720.357;20,720357;20,721516;0,001159
956;20.721.516;20,721516;20,723991;0,002475
957;20.723.991;20,723991;20,723991;0
958;20.723.991;20,723991;20,723991;0
959;20.723.991;20,723991;20,723991;0
960;20.723.991;20,723991;20,723991;0
961;20.723.991;20,723991;20,723991;0
962;20.723.991;20,723991;20,723991;0
963;20.723.991;20,723991;20,723991;0
964;20.723.991;20,723991;20,723991;0
965;20.723.991;20,723991;20,723991;0
966;20.723.991;20,723991;20,723991;0
967;20.723.991;20,723991;20,723991;0
968;20.723.991;20,723991;20,723991;0
969;20.723.991;20,723991;20,723991;0
970;20.723.991;20,723991;20,723991;0
971;20.723.991;20,723991;20,723991;0
972;20.723.991;20,723991;20,723991;0
973;20.723.991;20,723991;20,723991;0
974;20.723.991;20,723991;20,727255;0,003264
975;20.727.255;20,727255;20,727255;0
976;20.727.255;20,727255;20,727703;0,000448
977;20.727.703;20,727703;20,727703;0
978;20.727.703;20,727703;20,728481;0,000778
979;20.728.481;20,728481;20,729268;0,000787
980;20.729.268;20,729268;20,729268;0
981;20.729.268;20,729268;20,729268;0
982;20.729.268;20,729268;20,729268;0
983;20.729.268;20,729268;20,729268;0
984;20.729.268;20,729268;20,729268;0
985;20.729.268;20,729268;20,729268;0
986;20.729.268;20,729268;20,729268;0
987;20.729.268;20,729268;20,729907;0,000639
988;20.729.907;20,729907;20,729907;0
989;20.729.907;20,729907;20,730324;0,000417
990;20.730.324;20,730324;20,730418;9,4E-05
991;20.730.418;20,730418;20,730418;0
992;20.730.418;20,730418;20,730554;0,000136
993;20.730.554;20,730554;20,731719;0,001165
994;20.731.719;20,731719;20,734266;0,002547
995;20.734.266;20,734266;20,735102;0,000836
996;20.735.102;20,735102;20,735102;0
997;20.735.102;20,735102;20,738909;0,003807
998;20.738.909;20,738909;20,753157;0,014248
999;20.753.157;20,753157;20,753157;0
1000;20.753.157;20,753157;20,753157;0
1001;20.753.157;20,753157;20,755835;0,002678
1002;20.755.835;20,755835;20,772879;0,017044
1003;20.772.879;20,772879;20,777887;0,005008
1004;20.777.887;20,777887;20,793247;0,01536
1005;20.793.247;20,793247;20,818113;0,024866
1006;20.818.113;20,818113;20,823644;0,005531
1007;20.823.644;20,823644;20,823644;0
1008;20.823.644;20,823644;20,823644;0
1009;20.823.644;20,823644;20,824041;0,000397
1010;20.824.041;20,824041;20,824041;0
1011;20.824.041;20,824041;20,826295;0,002254
1012;20.826.295;20,826295;20,826295;0
1013;20.826.295;20,826295;20,826295;0
1014;20.826.295;20,826295;20,826295;0
1015;20.826.295;20,826295;20,826295;0
1016;20.826.295;20,826295;20,826295;0
1017;20.826.295;20,826295;20,826295;0
1018;20.826.295;20,826295;20,826295;0
1019;20.826.295;20,826295;20,826295;0
1020;20.826.295;20,826295;20,826295;0
1021;20.826.295;20,826295;20,826295;0
1022;20.826.295;20,826295;20,826295;0
1023;20.826.295;20,826295;20,826981;0,000686
1024;20.826.981;20,826981;20,826981;0
1025;20.826.981;20,826981;20,826981;0
1026;20.826.981;20,826981;20,826981;0
1027;20.826.981;20,826981;20,828766;0,001785
1028;20.828.766;20,828766;20,829104;0,000338
1029;20.829.104;20,829104;20,829104;0
1030;20.829.104;20,829104;20,829104;0
1031;20.829.104;20,829104;20,829104;0
1032;20.829.104;20,829104;20,829104;0
1033;20.829.104;20,829104;20,829104;0
1034;20.829.104;20,829104;20,829104;0
1035;20.829.104;20,829104;20,829104;0
1036;20.829.104;20,829104;20,829104;0
1037;20.829.104;20,829104;20,829104;0
1038;20.829.104;20,829104;20,829104;0
1039;20.829.104;20,829104;20,829104;0
1040;20.829.104;20,829104;20,830363;0,001259
1041;20.830.363;20,830363;20,830417;5,4E-05
1042;20.830.417;20,830417;20,830417;0
1043;20.830.417;20,830417;20,830417;0
1044;20.830.417;20,830417;20,830417;0
1045;20.830.417;20,830417;20,830417;0
1046;20.830.417;20,830417;20,830417;0
1047;20.830.417;20,830417;20,83216;0,001743
1048;20.832.160;20,83216;20,832282;0,000122
1049;20.832.282;20,832282;20,833454;0,001172
1050;20.833.454;20,833454;20,833454;0
1051;20.833.454;20,833454;20,834415;0,000961
1052;20.834.415;20,834415;20,834548;0,000133
1053;20.834.548;20,834548;20,834548;0
1054;20.834.548;20,834548;20,837808;0,00326
1055;20.837.808;20,837808;20,837808;0
1056;20.837.808;20,837808;20,838029;0,000221
1057;20.838.029;20,838029;20,839029;0,001
1058;20.839.029;20,839029;20,839029;0
1059;20.839.029;20,839029;20,839029;0
1060;20.839.029;20,839029;20,839029;0
1061;20.839.029;20,839029;20,839029;0
1062;20.839.029;20,839029;20,839029;0
1063;20.839.029;20,839029;20,841505;0,002476
1064;20.841.505;20,841505;20,841505;0
1065;20.841.505;20,841505;20,841505;0
1066;20.841.505;20,841505;20,841505;0
1067;20.841.505;20,841505;20,841505;0
1068;20.841.505;20,841505;20,841505;0
1069;20.841.505;20,841505;20,841505;0
1070;20.841.505;20,841505;20,841505;0
1071;20.841.505;20,841505;20,841505;0
1072;20.841.505;20,841505;20,841505;0
1073;20.841.505;20,841505;20,841505;0
1074;20.841.505;20,841505;20,841505;0
1075;20.841.505;20,841505;20,841802;0,000297
1076;20.841.802;20,841802;20,841802;0
1077;20.841.802;20,841802;20,843712;0,00191
1078;20.843.712;20,843712;20,843993;0,000281
1079;20.843.993;20,843993;20,843993;0
1080;20.843.993;20,843993;20,843993;0
1081;20.843.993;20,843993;20,843993;0
1082;20.843.993;20,843993;20,843993;0
1083;20.843.993;20,843993;20,843993;0
1084;20.843.993;20,843993;20,843993;0
1085;20.843.993;20,843993;20,843993;0
1086;20.843.993;20,843993;20,843993;0
1087;20.843.993;20,843993;20,843993;0
